WELLNESS_life_satisfaction,DEMO_household_income,WORK_hours_per_week,CONNECTION_social_num_close_friends_p3m
4,"$60,000 to $69,999",30,NA
9,"$45,000 to $49,999",NA,5
1,"$15,000 to $19,999",NA,60
6,"$60,000 to $69,999",35,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
5,"$45,000 to $49,999",NA,0
8,"$90,000 to $99,999",30,1
1,NA,NA,NA
6,"$25,000 to $29,999",NA,4
4,"$45,000 to $49,999",0,1
7,NA,NA,NA
7,"$80,000 to $89,999",NA,2
6,"$25,000 to $29,999",0,2
9,"$90,000 to $99,999",0,4
7,"$90,000 to $99,999",50,4
7,"$60,000 to $69,999",0,2
3,"$15,000 to $19,999",NA,NA
7,NA,NA,NA
NA,Presented but no response,NA,NA
7,Presented but no response,NA,NA
7,NA,NA,NA
5,"$30,000 to $34,999",35,4
6,"$80,000 to $89,999",38,5
9,NA,NA,NA
7,"$90,000 to $99,999",0,2
8,"$50,000 to $59,999",36,150
6,"$200,000 or more",50,5
2,"$35,000 to $39,999",24,NA
8,"$30,000 to $34,999",0,NA
7,NA,NA,6
6,"$60,000 to $69,999",9,NA
7,"$90,000 to $99,999",0,1
8,NA,NA,NA
8,NA,NA,NA
8,"$170,000 to $179,999",38,NA
8,"$200,000 or more",30,NA
6,NA,NA,NA
9,NA,NA,NA
7,NA,NA,NA
8,NA,NA,NA
8,NA,NA,NA
7,"$190,000 to $199,999",60,NA
3,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
4,"$45,000 to $49,999",0,NA
NA,NA,NA,NA
NA,NA,NA,NA
1,"$10,000 to $14,999",3,NA
1,NA,NA,NA
NA,NA,NA,NA
6,NA,NA,1
10,"$120,000 to $129,999",7,NA
4,NA,NA,NA
9,NA,NA,NA
8,"$20,000 to $24,999",NA,NA
NA,NA,NA,NA
6,"$90,000 to $99,999",NA,5
NA,NA,NA,NA
NA,NA,NA,NA
9,"$110,000 to $119,999",NA,136
10,"$110,000 to $119,999",NA,4
6,"$50,000 to $59,999",NA,20
7,"$70,000 to $79,999",35,NA
NA,NA,NA,NA
NA,NA,NA,NA
8,NA,NA,NA
5,"$70,000 to $79,999",NA,1
8,"$25,000 to $29,999",4,NA
7,NA,NA,0
9,NA,NA,NA
10,"$70,000 to $79,999",0,NA
9,"$25,000 to $29,999",60,NA
8,"$10,000 to $14,999",55,NA
8,"$200,000 or more",50,5
5,"$110,000 to $119,999",40,1
5,"$20,000 to $24,999",3,NA
5,"$120,000 to $129,999",NA,NA
8,"$70,000 to $79,999",NA,2
8,"$5,000 to $9,999",45,9
7,"$130,000 to $139,999",35,1
5,"$100,000 to $109,999",140,NA
8,"$60,000 to $69,999",63,42
4,"$60,000 to $69,999",6,NA
8,"$35,000 to $39,999",30,NA
NA,NA,NA,NA
6,"$70,000 to $79,999",34,NA
6,NA,NA,NA
6,NA,NA,NA
8,"$60,000 to $69,999",37.5,NA
1,"$10,000 to $14,999",0,NA
8,"$50,000 to $59,999",0,10
7,"$60,000 to $69,999",NA,6
NA,NA,NA,NA
4,"$60,000 to $69,999",28,NA
10,"$100,000 to $109,999",NA,1
5,"$45,000 to $49,999",5,NA
3,"$50,000 to $59,999",40,NA
3,NA,NA,NA
5,"$50,000 to $59,999",NA,NA
NA,NA,NA,NA
7,"$15,000 to $19,999",7,17
6,"$35,000 to $39,999",NA,64
1,"$35,000 to $39,999",50,NA
4,NA,NA,NA
8,"$40,000 to $44,999",0,1
8,NA,NA,NA
9,NA,NA,NA
7,"$25,000 to $29,999",0,NA
NA,NA,NA,NA
3,"$150,000 to $159,999",NA,0
7,"$5,000 to $9,999",6,NA
4,NA,NA,NA
4,NA,NA,NA
7,"$80,000 to $89,999",0,NA
9,"$200,000 or more",NA,12
6,"$30,000 to $34,999",30,NA
NA,NA,NA,NA
2,"$100,000 to $109,999",0,2
NA,NA,NA,NA
1,"Under $5,000",9,5
6,"$30,000 to $34,999",30,NA
NA,NA,NA,NA
2,NA,NA,NA
8,NA,NA,6
7,Presented but no response,NA,NA
9,"$70,000 to $79,999",8,NA
5,"$70,000 to $79,999",40,NA
8,"$110,000 to $119,999",0,1
NA,NA,NA,NA
4,"$80,000 to $89,999",40,5
9,"$20,000 to $24,999",NA,0
7,"$140,000 to $149,999",8,NA
5,NA,NA,5
5,Presented but no response,NA,NA
NA,NA,NA,NA
NA,NA,NA,15
8,"$150,000 to $159,999",35,2
8,"$25,000 to $29,999",0,6
6,"$30,000 to $34,999",0,6
5,"$25,000 to $29,999",NA,35
3,"$40,000 to $44,999",35,6
5,NA,NA,NA
4,NA,NA,NA
NA,NA,NA,NA
8,"$5,000 to $9,999",6,NA
6,NA,NA,NA
6,NA,NA,NA
8,"$30,000 to $34,999",0,15
7,"$90,000 to $99,999",4,NA
6,"$80,000 to $89,999",7,0
5,"$40,000 to $44,999",0,3
5,"$80,000 to $89,999",35,NA
4,"$70,000 to $79,999",30,2
7,"$150,000 to $159,999",50,2
5,"$90,000 to $99,999",0,3
8,"$70,000 to $79,999",0,3
6,"$40,000 to $44,999",NA,0
7,"$60,000 to $69,999",15,1
7,NA,NA,NA
9,NA,NA,NA
7,"$60,000 to $69,999",8,NA
5,"$35,000 to $39,999",NA,3
3,"$20,000 to $24,999",50,NA
3,NA,NA,0
8,Presented but no response,12,NA
7,Presented but no response,8,NA
6,"$30,000 to $34,999",45,25
2,NA,NA,NA
5,"$45,000 to $49,999",60,NA
8,"$60,000 to $69,999",8,NA
NA,NA,NA,NA
4,"$10,000 to $14,999",0,1
8,NA,NA,NA
10,"$40,000 to $44,999",NA,150
3,NA,NA,2
7,"$45,000 to $49,999",NA,13
NA,NA,NA,NA
2,"$100,000 to $109,999",NA,2
7,NA,NA,NA
4,"$40,000 to $44,999",25,3
6,"$60,000 to $69,999",20,2
6,"$45,000 to $49,999",15,6
5,"$45,000 to $49,999",NA,9
NA,NA,NA,NA
5,"$10,000 to $14,999",5,NA
9,"$20,000 to $24,999",18,2
NA,NA,NA,NA
3,NA,NA,NA
8,NA,NA,2
6,"$50,000 to $59,999",12,NA
5,"$35,000 to $39,999",0,0
7,"$60,000 to $69,999",0,NA
NA,NA,NA,NA
7,NA,NA,2
1,"$20,000 to $24,999",0,3
5,"$5,000 to $9,999",0,NA
1,"$25,000 to $29,999",5,NA
3,"$40,000 to $44,999",NA,20
10,"$90,000 to $99,999",NA,NA
3,"$70,000 to $79,999",0,1
7,NA,NA,NA
7,"$130,000 to $139,999",35,NA
4,NA,NA,NA
NA,Presented but no response,NA,NA
8,Presented but no response,NA,7
7,"$100,000 to $109,999",NA,4
8,NA,NA,NA
6,"$90,000 to $99,999",NA,1
7,NA,NA,NA
3,"$60,000 to $69,999",37,NA
NA,NA,NA,4
5,"$50,000 to $59,999",0,NA
8,"$200,000 or more",50,1
4,"$50,000 to $59,999",0,NA
NA,NA,NA,NA
1,"$60,000 to $69,999",NA,0
8,"$45,000 to $49,999",37,NA
7,"$110,000 to $119,999",NA,10
7,"$50,000 to $59,999",50,NA
3,"$45,000 to $49,999",15,NA
8,"$80,000 to $89,999",40,NA
7,"$100,000 to $109,999",27,4
10,"$70,000 to $79,999",NA,2
5,"$45,000 to $49,999",40,5
4,"$25,000 to $29,999",0,0
NA,NA,NA,10
6,"$35,000 to $39,999",35,1
8,"$40,000 to $44,999",NA,4
7,NA,NA,8
8,Presented but no response,0,3
NA,NA,NA,NA
NA,NA,NA,NA
7,"$35,000 to $39,999",5,NA
8,NA,NA,NA
8,"$40,000 to $44,999",0,NA
7,"$5,000 to $9,999",4,NA
8,"$45,000 to $49,999",NA,4
9,"$60,000 to $69,999",NA,10
7,Presented but no response,NA,2
7,Presented but no response,NA,1
10,"$45,000 to $49,999",20,NA
8,Presented but no response,40,NA
NA,NA,NA,NA
3,"$50,000 to $59,999",0,0
5,"$25,000 to $29,999",NA,NA
5,"$50,000 to $59,999",8,NA
7,"$120,000 to $129,999",50,2
5,"$100,000 to $109,999",NA,10
7,"$25,000 to $29,999",0,4
7,NA,NA,4
NA,NA,NA,NA
7,"$70,000 to $79,999",40,9
7,"$200,000 or more",NA,3
8,"$40,000 to $44,999",40,NA
2,NA,NA,NA
4,"$100,000 to $109,999",12,NA
NA,NA,NA,NA
NA,NA,NA,NA
1,"$45,000 to $49,999",0,NA
5,"$20,000 to $24,999",20,NA
9,"$120,000 to $129,999",0,4
7,"$90,000 to $99,999",NA,5
NA,NA,NA,NA
8,"$40,000 to $44,999",0,NA
8,NA,NA,NA
7,NA,NA,NA
NA,NA,NA,NA
6,NA,NA,NA
7,"$60,000 to $69,999",40,NA
NA,NA,NA,NA
7,"$70,000 to $79,999",30,NA
5,"$90,000 to $99,999",0,2
9,NA,NA,NA
6,"$15,000 to $19,999",NA,0
5,"$80,000 to $89,999",0,2
1,"$10,000 to $14,999",20,0
7,"$60,000 to $69,999",30,NA
NA,NA,NA,NA
4,Presented but no response,0,2
1,NA,NA,0
NA,NA,NA,NA
NA,NA,NA,NA
10,Presented but no response,0,NA
9,"$60,000 to $69,999",5,NA
9,NA,NA,2
4,"$35,000 to $39,999",NA,24
7,"$20,000 to $24,999",NA,2
8,"$40,000 to $44,999",3,NA
NA,NA,NA,NA
6,"$160,000 to $169,999",NA,NA
10,NA,NA,NA
10,NA,NA,NA
10,NA,NA,NA
10,"$100,000 to $109,999",40,3
5,"$70,000 to $79,999",24,NA
9,Presented but no response,NA,6
7,NA,NA,NA
7,NA,NA,2
4,"$30,000 to $34,999",NA,2
8,"$130,000 to $139,999",35,15
8,NA,NA,NA
4,"$20,000 to $24,999",NA,3
5,"$15,000 to $19,999",NA,6
7,"$150,000 to $159,999",NA,5
NA,NA,NA,NA
5,"$40,000 to $44,999",NA,1
10,Presented but no response,NA,7
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
3,"$10,000 to $14,999",NA,0
8,"$140,000 to $149,999",NA,1
7,"$45,000 to $49,999",NA,2
5,"$20,000 to $24,999",NA,0
7,"$190,000 to $199,999",3,7
8,"$25,000 to $29,999",0,2
6,"$70,000 to $79,999",NA,0
NA,NA,NA,NA
5,Presented but no response,15,NA
NA,NA,NA,NA
7,"$45,000 to $49,999",38,NA
NA,NA,NA,NA
NA,NA,NA,NA
7,"$50,000 to $59,999",5,NA
10,"$15,000 to $19,999",9,NA
NA,NA,NA,NA
7,"$140,000 to $149,999",NA,4
8,"$20,000 to $24,999",NA,0
NA,NA,NA,NA
NA,NA,NA,NA
3,"$50,000 to $59,999",31,2
6,"$200,000 or more",NA,0
10,"$15,000 to $19,999",0,6
8,"$35,000 to $39,999",35,0
1,NA,NA,NA
NA,NA,NA,NA
9,NA,NA,NA
5,"$45,000 to $49,999",NA,20
5,"$45,000 to $49,999",14,NA
9,NA,NA,NA
7,Presented but no response,NA,NA
1,NA,NA,NA
NA,NA,NA,NA
8,"$25,000 to $29,999",30,NA
6,Presented but no response,NA,1
9,"$45,000 to $49,999",40,1
7,"$30,000 to $34,999",NA,NA
8,"Under $5,000",0,NA
4,"$15,000 to $19,999",NA,3
6,"$25,000 to $29,999",30,3
6,NA,NA,NA
3,NA,NA,NA
NA,NA,NA,NA
9,"$70,000 to $79,999",0,NA
4,"$15,000 to $19,999",0,2
NA,NA,NA,NA
8,"$160,000 to $169,999",NA,12
8,"$30,000 to $34,999",NA,4
6,"$120,000 to $129,999",25,NA
8,"$90,000 to $99,999",30,2
5,"Under $5,000",NA,NA
8,"$30,000 to $34,999",30,NA
4,NA,NA,NA
9,Presented but no response,NA,3
7,"$60,000 to $69,999",NA,1
7,"$90,000 to $99,999",36,NA
NA,NA,NA,NA
6,"$50,000 to $59,999",6,NA
8,"$30,000 to $34,999",NA,NA
8,"$50,000 to $59,999",0,2
NA,NA,NA,NA
7,NA,NA,NA
1,NA,NA,NA
7,NA,NA,NA
6,"$15,000 to $19,999",7,3
6,NA,NA,NA
9,NA,NA,NA
7,"$80,000 to $89,999",NA,12
7,"$45,000 to $49,999",0,2
7,"$150,000 to $159,999",0,NA
3,NA,NA,NA
8,"$40,000 to $44,999",NA,150
NA,NA,NA,NA
9,"$60,000 to $69,999",36,5
8,Presented but no response,35,NA
NA,NA,NA,NA
3,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
5,"$120,000 to $129,999",0,12
7,"Under $5,000",3,NA
3,"$45,000 to $49,999",NA,0
10,"$130,000 to $139,999",0,1
6,"$5,000 to $9,999",NA,1
NA,NA,NA,NA
NA,NA,NA,NA
2,"$25,000 to $29,999",0,NA
NA,NA,NA,NA
7,Presented but no response,NA,NA
4,"$35,000 to $39,999",0,5
8,"$20,000 to $24,999",NA,2
NA,NA,NA,NA
8,"$120,000 to $129,999",40,2
7,"$50,000 to $59,999",8,3
8,"$60,000 to $69,999",0,NA
3,"$30,000 to $34,999",8,10
NA,NA,NA,NA
10,"Under $5,000",NA,2
8,Presented but no response,NA,2
6,"$15,000 to $19,999",153,16
NA,NA,NA,NA
7,NA,NA,NA
3,"Under $5,000",0,NA
6,"$160,000 to $169,999",0,5
2,"$25,000 to $29,999",NA,NA
7,NA,NA,NA
5,NA,NA,NA
5,"$130,000 to $139,999",0,NA
1,"$80,000 to $89,999",40,0
7,"$80,000 to $89,999",5,3
1,"$5,000 to $9,999",37.5,NA
9,"$90,000 to $99,999",NA,3
NA,NA,NA,NA
7,NA,NA,4
6,"$25,000 to $29,999",NA,3
8,"$35,000 to $39,999",NA,9
7,"$25,000 to $29,999",NA,1
5,NA,NA,NA
6,"$80,000 to $89,999",8,NA
9,NA,NA,NA
8,NA,NA,NA
7,"$150,000 to $159,999",30,NA
6,"$45,000 to $49,999",NA,15
6,"$160,000 to $169,999",20,NA
10,"$80,000 to $89,999",56,NA
NA,NA,NA,NA
4,"Under $5,000",5,7
1,"$5,000 to $9,999",0,1
6,NA,NA,NA
7,"$80,000 to $89,999",50,4
8,"$15,000 to $19,999",NA,5
NA,NA,NA,NA
10,NA,NA,NA
10,"$110,000 to $119,999",15,NA
NA,NA,NA,NA
NA,NA,NA,NA
5,"$25,000 to $29,999",30,2
5,"$70,000 to $79,999",9,NA
6,NA,NA,NA
5,NA,NA,NA
7,"$5,000 to $9,999",NA,20
5,NA,NA,NA
3,NA,NA,NA
6,"$25,000 to $29,999",0,1
7,NA,NA,NA
7,NA,NA,NA
7,"$140,000 to $149,999",0,NA
8,"$60,000 to $69,999",40,NA
NA,NA,NA,NA
6,"$35,000 to $39,999",12,NA
8,"$5,000 to $9,999",8,NA
4,"$150,000 to $159,999",37,4
10,"$100,000 to $109,999",40,NA
7,NA,NA,NA
8,"$80,000 to $89,999",NA,1
7,"$160,000 to $169,999",40,NA
2,"$60,000 to $69,999",8,0
6,"$120,000 to $129,999",0,NA
2,"$80,000 to $89,999",25,NA
7,"$100,000 to $109,999",NA,2
5,NA,NA,NA
NA,NA,NA,NA
5,"$35,000 to $39,999",0,0
3,"$30,000 to $34,999",NA,NA
7,"$70,000 to $79,999",38,3
NA,NA,NA,NA
9,"$30,000 to $34,999",NA,14
3,"$90,000 to $99,999",NA,5
8,"$90,000 to $99,999",NA,4
NA,NA,NA,NA
NA,NA,NA,NA
4,"$35,000 to $39,999",0,0
3,"$80,000 to $89,999",28,3
6,"$20,000 to $24,999",NA,1
9,"$35,000 to $39,999",35,NA
5,"$40,000 to $44,999",0,NA
5,NA,NA,NA
5,NA,NA,NA
8,"$150,000 to $159,999",10,NA
5,Presented but no response,0,3
10,"$60,000 to $69,999",15,NA
8,"$35,000 to $39,999",36,NA
4,"$10,000 to $14,999",0,NA
5,"$5,000 to $9,999",5,NA
6,Presented but no response,37,5
6,"$100,000 to $109,999",NA,1
2,NA,NA,NA
4,"$5,000 to $9,999",30,2
9,"$50,000 to $59,999",NA,18
7,"$30,000 to $34,999",NA,6
6,Presented but no response,NA,NA
4,"$140,000 to $149,999",50,2
NA,"$30,000 to $34,999",0,1
5,"$5,000 to $9,999",NA,4
10,NA,NA,NA
8,NA,NA,NA
NA,NA,NA,NA
5,Presented but no response,NA,2
1,NA,NA,NA
4,NA,NA,NA
2,"$110,000 to $119,999",37,1
1,"$50,000 to $59,999",22,NA
1,"$5,000 to $9,999",0,NA
3,"$35,000 to $39,999",0,NA
4,NA,NA,NA
10,"$10,000 to $14,999",0,NA
8,"$70,000 to $79,999",10,2
5,"$45,000 to $49,999",NA,20
10,"$70,000 to $79,999",7,NA
3,NA,NA,NA
1,"$70,000 to $79,999",0,NA
NA,NA,NA,NA
7,"$200,000 or more",40,1
5,NA,NA,NA
10,"$120,000 to $129,999",38,NA
NA,NA,NA,0
3,"$20,000 to $24,999",NA,1
2,"Under $5,000",35,2
9,"$60,000 to $69,999",0,4
6,"$70,000 to $79,999",NA,0
7,"$90,000 to $99,999",NA,1
7,NA,NA,5
1,"$5,000 to $9,999",NA,1
3,"$15,000 to $19,999",8,NA
7,NA,NA,NA
4,"$45,000 to $49,999",NA,NA
8,"$45,000 to $49,999",NA,56
NA,NA,NA,NA
7,"$20,000 to $24,999",10,NA
10,Presented but no response,36,NA
NA,NA,NA,NA
4,"$50,000 to $59,999",NA,0
7,"$50,000 to $59,999",NA,15
NA,NA,NA,NA
NA,NA,NA,NA
4,"$5,000 to $9,999",0,NA
5,"$170,000 to $179,999",NA,1
8,"$35,000 to $39,999",8,NA
6,NA,NA,NA
6,"$190,000 to $199,999",NA,6
3,"$80,000 to $89,999",NA,2
8,"$45,000 to $49,999",NA,1
4,"$20,000 to $24,999",40,NA
8,"$45,000 to $49,999",7,NA
6,NA,NA,2
NA,NA,NA,NA
10,"$10,000 to $14,999",8,NA
5,"$70,000 to $79,999",NA,1
5,NA,NA,NA
5,"$40,000 to $44,999",NA,2
8,"$120,000 to $129,999",0,2
4,"$60,000 to $69,999",NA,2
7,"$50,000 to $59,999",0,0
9,"$20,000 to $24,999",8,NA
10,"$5,000 to $9,999",NA,3
7,NA,NA,NA
9,"$50,000 to $59,999",NA,3
7,"$150,000 to $159,999",0,5
NA,NA,NA,NA
6,"$35,000 to $39,999",NA,1
NA,NA,NA,NA
NA,NA,NA,NA
9,"$80,000 to $89,999",32,NA
6,"$10,000 to $14,999",NA,20
6,"$45,000 to $49,999",3,NA
3,"$35,000 to $39,999",NA,3
8,"$15,000 to $19,999",5,1
1,"$35,000 to $39,999",0,0
5,"$70,000 to $79,999",25,5
4,"$10,000 to $14,999",NA,2
NA,NA,NA,NA
9,NA,NA,NA
5,"$45,000 to $49,999",NA,NA
8,"$35,000 to $39,999",1,NA
6,"$15,000 to $19,999",15,2
8,NA,NA,NA
5,NA,NA,NA
8,"$100,000 to $109,999",45,0
8,Presented but no response,NA,3
NA,NA,NA,NA
10,"$100,000 to $109,999",40,148
8,"$35,000 to $39,999",7,7
NA,NA,NA,NA
7,"$50,000 to $59,999",2,NA
9,NA,NA,NA
NA,NA,NA,NA
8,"$35,000 to $39,999",NA,150
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
5,NA,NA,NA
2,"Under $5,000",3,NA
NA,NA,NA,NA
6,"$80,000 to $89,999",5,NA
NA,NA,NA,NA
NA,NA,NA,NA
5,"$45,000 to $49,999",NA,20
NA,NA,NA,4
6,"$80,000 to $89,999",0,4
6,"$60,000 to $69,999",7,NA
6,"$150,000 to $159,999",8,NA
5,"$70,000 to $79,999",NA,4
NA,NA,NA,NA
NA,NA,NA,NA
7,"$140,000 to $149,999",42,NA
10,"$5,000 to $9,999",40,1
2,"$35,000 to $39,999",38,1
NA,NA,NA,NA
10,"$60,000 to $69,999",NA,6
4,NA,NA,NA
9,NA,NA,NA
3,"$60,000 to $69,999",NA,0
1,NA,NA,NA
8,"$25,000 to $29,999",20,NA
9,"$120,000 to $129,999",35,NA
6,NA,NA,NA
5,NA,NA,NA
6,"$15,000 to $19,999",0,2
4,"$15,000 to $19,999",0,1
6,"$70,000 to $79,999",NA,3
NA,NA,NA,NA
NA,NA,NA,5
NA,NA,NA,NA
8,NA,NA,NA
8,NA,NA,NA
7,"$5,000 to $9,999",15,NA
3,"$60,000 to $69,999",NA,4
5,"$20,000 to $24,999",0,7
NA,NA,NA,NA
NA,NA,NA,NA
6,"$80,000 to $89,999",10,NA
5,"$60,000 to $69,999",60,0
7,"$15,000 to $19,999",NA,2
NA,NA,NA,NA
5,"$50,000 to $59,999",21,7
5,"$90,000 to $99,999",40,NA
7,"$80,000 to $89,999",NA,150
7,"$20,000 to $24,999",40,NA
7,NA,NA,NA
NA,NA,NA,NA
10,Presented but no response,NA,NA
1,"$70,000 to $79,999",45,NA
NA,NA,NA,NA
8,"$200,000 or more",50,2
10,Presented but no response,29,2
3,NA,NA,NA
5,NA,NA,NA
NA,NA,NA,NA
8,"$50,000 to $59,999",10,9
8,"$80,000 to $89,999",NA,2
6,"$80,000 to $89,999",NA,0
9,"$20,000 to $24,999",NA,16
NA,NA,NA,NA
5,"$45,000 to $49,999",NA,20
5,"$60,000 to $69,999",35,NA
NA,NA,NA,NA
NA,"$10,000 to $14,999",0,2
9,Presented but no response,NA,NA
6,"$60,000 to $69,999",36,35
10,"$40,000 to $44,999",40,NA
8,Presented but no response,NA,8
10,"$120,000 to $129,999",5,NA
8,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
3,"$25,000 to $29,999",8,NA
NA,NA,NA,3
7,"$50,000 to $59,999",0,NA
NA,NA,NA,NA
3,NA,NA,0
7,"$60,000 to $69,999",5,0
4,"$110,000 to $119,999",50,1
10,"$5,000 to $9,999",NA,3
9,"$200,000 or more",40,3
1,"$100,000 to $109,999",40,NA
2,"$40,000 to $44,999",0,0
1,"$100,000 to $109,999",70,NA
8,NA,NA,NA
4,"$140,000 to $149,999",NA,0
1,"$25,000 to $29,999",0,2
3,Presented but no response,25,0
5,"$25,000 to $29,999",20,0
6,"$70,000 to $79,999",NA,2
4,"$5,000 to $9,999",10,NA
4,"$25,000 to $29,999",NA,3
6,"$60,000 to $69,999",3,NA
NA,NA,NA,NA
4,"$20,000 to $24,999",NA,2
4,NA,NA,NA
7,"$120,000 to $129,999",NA,2
5,"$10,000 to $14,999",NA,0
NA,NA,NA,NA
7,NA,NA,NA
8,NA,NA,NA
5,"$110,000 to $119,999",NA,4
6,"$30,000 to $34,999",0,3
3,"$70,000 to $79,999",NA,0
8,"$15,000 to $19,999",0,NA
7,"$50,000 to $59,999",0,4
2,"$50,000 to $59,999",5,NA
NA,NA,NA,NA
8,NA,NA,NA
8,"$35,000 to $39,999",35,NA
8,NA,NA,NA
8,"$200,000 or more",45,5
10,NA,NA,6
6,Presented but no response,NA,NA
7,"$130,000 to $139,999",40,NA
7,NA,NA,NA
1,"$15,000 to $19,999",30,2
8,NA,NA,NA
6,"$110,000 to $119,999",40,1
4,NA,NA,NA
7,"$15,000 to $19,999",NA,5
NA,NA,NA,NA
7,NA,NA,NA
1,NA,NA,NA
6,"$15,000 to $19,999",40,NA
6,"$100,000 to $109,999",40,0
NA,NA,NA,NA
7,"$50,000 to $59,999",0,NA
7,NA,NA,2
1,"$25,000 to $29,999",NA,0
7,"$50,000 to $59,999",28,NA
10,NA,NA,NA
NA,NA,NA,NA
4,NA,NA,NA
NA,Presented but no response,NA,NA
1,"$15,000 to $19,999",0,NA
3,NA,NA,NA
2,NA,NA,NA
9,"$90,000 to $99,999",NA,3
6,"$10,000 to $14,999",NA,1
6,"$80,000 to $89,999",NA,1
8,"$90,000 to $99,999",NA,1
5,"$30,000 to $34,999",5,NA
3,"$100,000 to $109,999",NA,0
6,"$60,000 to $69,999",3,NA
7,NA,NA,NA
7,NA,NA,NA
6,"$200,000 or more",30,NA
8,"$10,000 to $14,999",NA,3
5,"$35,000 to $39,999",0,1
4,"$60,000 to $69,999",7,5
9,"$15,000 to $19,999",6,NA
NA,NA,NA,NA
7,"$110,000 to $119,999",35,2
3,"$40,000 to $44,999",NA,25
9,"$50,000 to $59,999",NA,4
10,Presented but no response,NA,5
8,"$90,000 to $99,999",30,NA
7,"$20,000 to $24,999",0,3
NA,NA,NA,NA
7,NA,NA,NA
3,NA,NA,NA
1,NA,NA,NA
1,"$110,000 to $119,999",70,NA
4,"$45,000 to $49,999",28,1
6,NA,NA,0
10,NA,NA,NA
10,NA,NA,NA
10,"$70,000 to $79,999",0,NA
10,NA,NA,NA
2,"$50,000 to $59,999",NA,NA
4,NA,NA,NA
4,"$35,000 to $39,999",0,0
5,"$150,000 to $159,999",NA,1
4,"$110,000 to $119,999",40,NA
2,"$15,000 to $19,999",40,NA
7,"$10,000 to $14,999",NA,3
10,Presented but no response,NA,NA
1,NA,NA,NA
9,"$40,000 to $44,999",16,NA
8,"$50,000 to $59,999",NA,10
NA,NA,NA,NA
7,"$180,000 to $189,999",NA,4
7,"$20,000 to $24,999",NA,0
7,NA,NA,NA
NA,NA,NA,NA
3,"$60,000 to $69,999",40,44
NA,NA,NA,NA
10,NA,NA,NA
7,"$5,000 to $9,999",NA,5
7,"$80,000 to $89,999",NA,1
7,"$30,000 to $34,999",7,NA
5,"$60,000 to $69,999",40,NA
10,"$80,000 to $89,999",NA,2
10,"$80,000 to $89,999",NA,116
8,"Under $5,000",20,4
10,"$80,000 to $89,999",30,NA
8,NA,40,NA
5,"$45,000 to $49,999",28,4
7,"$40,000 to $44,999",0,0
5,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
10,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
5,"$20,000 to $24,999",3,NA
8,"$110,000 to $119,999",10,NA
10,"$20,000 to $24,999",40,NA
4,"$30,000 to $34,999",32,NA
10,"$50,000 to $59,999",0,6
5,Presented but no response,0,NA
2,"$25,000 to $29,999",40,6
4,"$15,000 to $19,999",3,3
7,"$30,000 to $34,999",0,NA
8,"$70,000 to $79,999",8,NA
7,"$50,000 to $59,999",25,4
NA,NA,NA,NA
7,"$10,000 to $14,999",3,NA
5,"$15,000 to $19,999",0,3
8,"$45,000 to $49,999",15,3
7,"$120,000 to $129,999",NA,150
NA,NA,NA,NA
NA,NA,NA,NA
10,"$15,000 to $19,999",NA,2
7,"$5,000 to $9,999",NA,10
8,NA,NA,NA
6,NA,NA,NA
9,"$10,000 to $14,999",2,NA
8,"$70,000 to $79,999",40,3
NA,NA,NA,NA
5,NA,NA,9
10,NA,NA,NA
7,"$50,000 to $59,999",45,3
5,"$80,000 to $89,999",0,0
NA,NA,NA,NA
8,"$100,000 to $109,999",35,NA
6,NA,NA,NA
NA,NA,NA,NA
6,NA,NA,NA
6,"$200,000 or more",7,1
8,"$80,000 to $89,999",0,8
9,"$30,000 to $34,999",0,3
8,Presented but no response,0,4
5,NA,NA,NA
NA,NA,NA,NA
8,"$200,000 or more",17.5,NA
NA,NA,NA,NA
7,"$80,000 to $89,999",35,42
5,"Under $5,000",20,NA
4,"$20,000 to $24,999",15,0
8,"$20,000 to $24,999",6,3
6,"$70,000 to $79,999",NA,3
6,NA,NA,1
10,"$50,000 to $59,999",NA,5
9,"$50,000 to $59,999",56,NA
9,"$10,000 to $14,999",3,3
NA,NA,NA,NA
NA,NA,NA,NA
8,"$45,000 to $49,999",NA,NA
6,"$110,000 to $119,999",20,5
NA,NA,NA,NA
6,"$60,000 to $69,999",8,NA
10,"$150,000 to $159,999",26,NA
8,"$70,000 to $79,999",30,NA
2,"$25,000 to $29,999",NA,0
2,NA,NA,NA
9,"$60,000 to $69,999",20,10
4,NA,NA,2
5,"Under $5,000",NA,0
5,NA,NA,2
6,"$20,000 to $24,999",NA,2
NA,NA,NA,NA
8,NA,NA,6
6,"$35,000 to $39,999",30,NA
6,"$30,000 to $34,999",NA,6
5,"$30,000 to $34,999",NA,30
